iata,first_year,last_year,annual_mvts,peak_hour_mvts,annual_growth,peak_growth,absorption,peak_hour_share,state,note
DOB,2015,2019,730,2.0,-0.2082,-0.3333,1.601,0.00274,not_assessed,"below the screen floor, peak too small to read a trend"
DOD,2018,2018,1592,2.0,nan,nan,nan,0.003642,too_short,"one observed year, no trend to read"
DOH,2015,2019,213145,59.8,0.0895,0.2767,3.091,0.000303,headroom,peak growing broadly in step with annual traffic
DOM,2015,2019,7910,4.5,0.199,0.139,0.699,0.000755,not_assessed,"below the screen floor, peak too small to read a trend"
DOU,2015,2019,1531,2.1,-0.3199,0.05,-0.156,0.001388,not_assessed,"below the screen floor, peak too small to read a trend"
DOY,2015,2019,8274,5.7,1.4581,0.9075,0.622,0.000747,not_assessed,"below the screen floor, peak too small to read a trend"
DPL,2015,2019,2140,2.0,0.0094,-0.0183,nan,0.001121,not_assessed,"below the screen floor, peak too small to read a trend"
DPO,2015,2019,2712,2.0,-0.0102,0.0167,nan,0.00075,not_assessed,"below the screen floor, peak too small to read a trend"
DPS,2015,2019,161250,30.6,0.2773,0.2166,0.781,0.000209,headroom,peak growing broadly in step with annual traffic
DQA,2015,2019,6639,5.4,0.3683,0.5422,1.472,0.000825,not_assessed,"below the screen floor, peak too small to read a trend"
DRG,2015,2019,2018,3.0,-0.1098,0.4792,-4.363,0.001486,not_assessed,"below the screen floor, peak too small to read a trend"
DRK,2015,2019,2720,6.0,-0.136,0.5,-3.678,0.002276,not_assessed,"below the screen floor, peak too small to read a trend"
DRO,2015,2019,8750,5.1,0.0606,0.5545,9.149,0.000615,not_assessed,"below the screen floor, peak too small to read a trend"
DRS,2015,2019,15753,7.4,-0.1724,-0.1689,0.979,0.000589,not_assessed,"below the screen floor, peak too small to read a trend"
DRT,2019,2019,1446,2.0,nan,nan,nan,0.001539,too_short,"one observed year, no trend to read"
DRV,2015,2019,11649,4.0,0.6778,0.3333,0.492,0.000365,not_assessed,"below the screen floor, peak too small to read a trend"
DRW,2015,2019,20607,8.8,-0.0946,-0.1174,1.241,0.000499,headroom,"traffic broadly flat, nothing to read into the peak"
DSA,2015,2019,6622,6.0,0.9029,-0.0064,-0.007,0.001123,not_assessed,"below the screen floor, peak too small to read a trend"
DSE,2015,2018,1436,2.0,1.216,-0.0132,-0.011,0.001396,not_assessed,"below the screen floor, peak too small to read a trend"
DSI,2017,2017,491,1.0,nan,nan,nan,0.002037,too_short,"one observed year, no trend to read"
DSM,2015,2019,37065,14.6,0.1435,0.3588,2.5,0.000406,headroom,peak growing broadly in step with annual traffic
DSN,2015,2019,22831,10.2,0.5501,0.1886,0.343,0.000471,tightening,"growth going into the shoulder hours, not the peak"
DSS,2018,2018,21347,5.9,nan,nan,nan,0.000422,too_short,"one observed year, no trend to read"
DTB,2016,2019,4583,4.0,1.1762,0.7465,0.635,0.001063,not_assessed,"below the screen floor, peak too small to read a trend"
DTM,2015,2019,17825,13.1,0.3061,0.4553,1.488,0.000756,not_assessed,"below the screen floor, peak too small to read a trend"
DTU,2018,2019,1390,2.0,0.6951,0.1429,0.206,0.001543,not_assessed,"below the screen floor, peak too small to read a trend"
DTW,2015,2019,381007,104.6,0.0394,0.0351,0.891,0.000264,headroom,peak growing broadly in step with annual traffic
DUB,2015,2019,222875,49.7,0.2234,0.129,0.577,0.000222,headroom,peak growing broadly in step with annual traffic
DUD,2015,2019,10665,5.0,-0.0367,-0.0917,2.501,0.000592,not_assessed,"below the screen floor, peak too small to read a trend"
DUJ,2015,2019,3971,2.1,1.1145,0.0125,0.011,0.00053,not_assessed,"below the screen floor, peak too small to read a trend"
DUM,2017,2019,2190,2.0,0.2345,0.0,0.0,0.000913,not_assessed,"below the screen floor, peak too small to read a trend"
DUR,2015,2018,47055,12.5,0.0801,-0.0206,-0.257,0.000305,tightening,"growth going into the shoulder hours, not the peak"
DUS,2015,2019,211131,45.1,0.0879,-0.2118,-2.409,0.000246,tightening,"growth going into the shoulder hours, not the peak"
DVL,2015,2019,887,1.9,-0.2274,-0.024,0.106,0.002105,not_assessed,"below the screen floor, peak too small to read a trend"
DVO,2015,2019,30995,10.3,0.3134,0.2395,0.764,0.000348,headroom,peak growing broadly in step with annual traffic
DWC,2015,2018,2304,5.7,-0.5762,0.9104,-1.58,0.002685,not_assessed,"below the screen floor, peak too small to read a trend"
DWO,2015,2019,2866,6.0,0.6303,1.0,1.587,0.002237,not_assessed,"below the screen floor, peak too small to read a trend"
DXB,2015,2019,359256,60.1,-0.0562,0.0411,-0.732,0.000205,headroom,"traffic broadly flat, nothing to read into the peak"
DYG,2015,2019,25210,10.0,0.8484,0.0317,0.037,0.000433,tightening,"growth going into the shoulder hours, not the peak"
DYU,2015,2019,9588,4.2,-0.0708,0.0378,-0.534,0.0005,not_assessed,"below the screen floor, peak too small to read a trend"
DZA,2015,2018,6780,5.3,0.8881,0.6148,0.692,0.000861,not_assessed,"below the screen floor, peak too small to read a trend"
EAR,2015,2019,1369,1.1,-0.0318,-0.1912,6.007,0.00084,not_assessed,"below the screen floor, peak too small to read a trend"
EAS,2015,2019,4714,3.0,0.074,0.4767,6.438,0.000836,not_assessed,"below the screen floor, peak too small to read a trend"
EAT,2015,2019,2378,2.0,0.1019,-0.0643,-0.631,0.000853,not_assessed,"below the screen floor, peak too small to read a trend"
EAU,2015,2019,1456,2.0,-0.0068,-0.0846,nan,0.001374,not_assessed,"below the screen floor, peak too small to read a trend"
EBB,2015,2018,28951,5.3,0.4434,-0.2313,-0.522,0.00035,tightening,"growth going into the shoulder hours, not the peak"
EBD,2016,2018,1168,1.0,1.4904,-0.451,-0.303,0.000899,not_assessed,"below the screen floor, peak too small to read a trend"
EBL,2015,2019,18924,5.2,0.1029,-0.1319,-1.282,0.000349,not_assessed,"below the screen floor, peak too small to read a trend"
EBU,2016,2016,1160,2.0,nan,nan,nan,0.001791,too_short,"one observed year, no trend to read"
ECI,2019,2019,1330,2.1,nan,nan,nan,0.001554,too_short,"one observed year, no trend to read"
ECN,2015,2019,25551,10.1,0.1243,0.0751,0.604,0.000394,headroom,peak growing broadly in step with annual traffic
ECP,2015,2019,13200,4.9,0.2491,-0.0494,-0.198,0.000457,not_assessed,"below the screen floor, peak too small to read a trend"
EDI,2015,2019,120183,33.9,0.1901,0.3256,1.713,0.000286,headroom,peak growing broadly in step with annual traffic
EDL,2015,2018,8277,4.9,0.7045,0.0746,0.106,0.000612,not_assessed,"below the screen floor, peak too small to read a trend"
EDO,2015,2019,2305,3.0,-0.2531,-0.3584,1.416,0.001337,not_assessed,"below the screen floor, peak too small to read a trend"
EEK,2015,2019,1988,3.0,-0.5466,0.0,-0.0,0.001505,not_assessed,"below the screen floor, peak too small to read a trend"
EFL,2015,2019,4912,6.0,0.8487,0.4889,0.576,0.001258,not_assessed,"below the screen floor, peak too small to read a trend"
EGC,2015,2019,2636,5.0,0.1773,0.67,3.779,0.001915,not_assessed,"below the screen floor, peak too small to read a trend"
EGE,2015,2019,4758,9.3,0.1804,0.4113,2.281,0.002284,not_assessed,"below the screen floor, peak too small to read a trend"
EGM,2015,2019,1113,2.0,-0.1345,-0.4667,3.469,0.001823,not_assessed,"below the screen floor, peak too small to read a trend"
EGN,2015,2018,1474,2.1,0.4146,0.2333,0.563,0.001396,not_assessed,"below the screen floor, peak too small to read a trend"
EGO,2015,2019,6401,3.6,0.2905,0.1942,0.668,0.000885,not_assessed,"below the screen floor, peak too small to read a trend"
EGS,2015,2019,2026,2.1,-0.1579,-0.1691,1.071,0.001519,not_assessed,"below the screen floor, peak too small to read a trend"
EIN,2015,2019,38572,14.0,0.4024,0.0238,0.059,0.000386,tightening,"growth going into the shoulder hours, not the peak"
EIS,2015,2019,28003,11.4,0.1441,-0.0975,-0.676,0.000395,tightening,"growth going into the shoulder hours, not the peak"
EJA,2015,2019,1382,1.7,-0.4751,-0.3226,0.679,0.001308,not_assessed,"below the screen floor, peak too small to read a trend"
EJH,2015,2016,906,1.8,0.0414,-0.0774,-1.87,0.002479,not_assessed,"below the screen floor, peak too small to read a trend"
EJN,2015,2019,832,2.0,-0.1613,0.0,-0.0,0.002403,not_assessed,"below the screen floor, peak too small to read a trend"
EKO,2015,2019,1352,2.0,0.1575,0.6073,3.855,0.001479,not_assessed,"below the screen floor, peak too small to read a trend"
ELD,2015,2019,1878,2.0,-0.1571,-0.1475,0.939,0.001065,not_assessed,"below the screen floor, peak too small to read a trend"
ELF,2015,2016,1438,2.2,-0.0257,-0.3222,12.517,0.001579,not_assessed,"below the screen floor, peak too small to read a trend"
ELH,2015,2019,8204,5.1,0.4606,-0.1539,-0.334,0.001077,not_assessed,"below the screen floor, peak too small to read a trend"
ELI,2015,2019,2017,2.0,0.0035,-0.3441,nan,0.001002,not_assessed,"below the screen floor, peak too small to read a trend"
ELM,2015,2019,5524,2.4,-0.1694,-0.425,2.508,0.000721,not_assessed,"below the screen floor, peak too small to read a trend"
ELP,2015,2019,39465,14.9,0.1998,0.2767,1.385,0.00036,headroom,peak growing broadly in step with annual traffic
ELQ,2015,2019,14014,5.3,0.0673,0.3226,4.792,0.000358,not_assessed,"below the screen floor, peak too small to read a trend"
ELS,2015,2018,9338,7.0,-0.099,0.2522,-2.548,0.000726,not_assessed,"below the screen floor, peak too small to read a trend"
ELU,2015,2018,1812,2.0,1.0852,0.0,0.0,0.00182,not_assessed,"below the screen floor, peak too small to read a trend"
EMA,2015,2019,29960,12.0,-0.0346,-0.0698,2.014,0.00046,headroom,"traffic broadly flat, nothing to read into the peak"
EMD,2015,2019,4150,3.0,-0.2155,-0.3908,1.814,0.000805,not_assessed,"below the screen floor, peak too small to read a trend"
EMR,2018,2019,730,1.0,0.2086,0.0,0.0,0.00137,not_assessed,"below the screen floor, peak too small to read a trend"
ENA,2015,2019,6562,2.1,-0.5452,-0.4697,0.861,0.000327,not_assessed,"below the screen floor, peak too small to read a trend"
ENE,2015,2019,5700,5.0,0.2399,0.0065,0.027,0.000882,not_assessed,"below the screen floor, peak too small to read a trend"
ENH,2015,2019,11296,5.9,2.1624,0.9641,0.446,0.000544,not_assessed,"below the screen floor, peak too small to read a trend"
ENI,2016,2019,8071,4.8,1.6273,0.6063,0.373,0.000615,not_assessed,"below the screen floor, peak too small to read a trend"
ENO,2019,2019,780,2.0,nan,nan,nan,0.002539,too_short,"one observed year, no trend to read"
ENU,2015,2018,4290,5.0,0.4567,0.8758,1.918,0.001135,not_assessed,"below the screen floor, peak too small to read a trend"
ENY,2015,2019,6862,4.0,2.091,0.3371,0.161,0.000591,not_assessed,"below the screen floor, peak too small to read a trend"
EOH,2015,2019,28114,14.0,1.3783,1.4706,1.067,0.000539,headroom,peak growing broadly in step with annual traffic
EPA,2019,2019,8631,5.5,nan,nan,nan,0.000639,too_short,"one observed year, no trend to read"
EPR,2015,2019,1926,1.0,0.4288,-0.5067,-1.182,0.00053,not_assessed,"below the screen floor, peak too small to read a trend"
EQS,2018,2019,668,2.1,0.0341,0.0646,1.898,0.002997,not_assessed,"below the screen floor, peak too small to read a trend"
ERC,2015,2019,2692,2.1,0.232,-0.2977,-1.283,0.000811,not_assessed,"below the screen floor, peak too small to read a trend"
ERF,2015,2017,1886,2.0,0.4408,0.0,0.0,0.001032,not_assessed,"below the screen floor, peak too small to read a trend"
ERH,2018,2018,510,1.1,nan,nan,nan,0.00222,too_short,"one observed year, no trend to read"
ERI,2015,2019,5221,5.1,0.0774,0.4272,5.521,0.000983,not_assessed,"below the screen floor, peak too small to read a trend"
ERL,2015,2019,3369,3.0,0.4616,0.6185,1.34,0.001312,not_assessed,"below the screen floor, peak too small to read a trend"
ERS,2015,2018,5702,5.1,2.0656,4.1614,2.015,0.000949,not_assessed,"below the screen floor, peak too small to read a trend"
ERZ,2015,2019,5956,4.2,-0.0739,0.0299,-0.404,0.0007,not_assessed,"below the screen floor, peak too small to read a trend"
ESB,2015,2019,90655,30.9,0.0248,0.0976,3.93,0.000338,headroom,peak growing broadly in step with annual traffic
ESC,2015,2019,1250,2.0,-0.0016,-0.0942,nan,0.0016,not_assessed,"below the screen floor, peak too small to read a trend"
ESD,2015,2019,2572,2.0,0.4833,-0.065,-0.134,0.000778,not_assessed,"below the screen floor, peak too small to read a trend"
ESL,2019,2019,1062,2.0,nan,nan,nan,0.001982,too_short,"one observed year, no trend to read"
ESM,2015,2019,984,1.1,-0.5278,-0.4317,0.818,0.001466,not_assessed,"below the screen floor, peak too small to read a trend"
ESU,2016,2018,1004,2.0,1.0448,1.2609,1.207,0.002555,not_assessed,"below the screen floor, peak too small to read a trend"
ETH,2015,2018,11267,5.7,0.3113,0.8755,2.812,0.000674,not_assessed,"below the screen floor, peak too small to read a trend"
ETM,2019,2019,8156,4.5,nan,nan,nan,0.000896,too_short,"one observed year, no trend to read"
ETR,2015,2019,1052,2.1,-0.1543,-0.1865,1.208,0.001963,not_assessed,"below the screen floor, peak too small to read a trend"
ETZ,2015,2019,4912,3.0,0.0702,0.0,0.0,0.00115,not_assessed,"below the screen floor, peak too small to read a trend"
EUG,2015,2019,17817,6.7,0.2464,0.1366,0.555,0.00045,not_assessed,"below the screen floor, peak too small to read a trend"
EUN,2015,2018,2200,3.0,0.3959,0.8395,2.12,0.001519,not_assessed,"below the screen floor, peak too small to read a trend"
EUX,2015,2019,3445,3.0,0.2152,0.3671,1.706,0.000879,not_assessed,"below the screen floor, peak too small to read a trend"
EVE,2015,2019,8666,3.5,0.1603,0.1124,0.701,0.000566,not_assessed,"below the screen floor, peak too small to read a trend"
EVN,2015,2019,24021,7.4,0.416,0.2046,0.492,0.000343,headroom,peak growing broadly in step with annual traffic
EVV,2015,2019,11080,3.0,0.051,-0.4085,-8.005,0.00054,not_assessed,"below the screen floor, peak too small to read a trend"
EWB,2015,2019,1928,2.0,-0.4507,-0.4286,0.951,0.001037,not_assessed,"below the screen floor, peak too small to read a trend"
EWN,2015,2019,5146,2.2,-0.0469,-0.3855,8.227,0.000552,not_assessed,"below the screen floor, peak too small to read a trend"
EWR,2015,2019,416825,93.5,0.0745,0.1512,2.029,0.000228,headroom,peak growing broadly in step with annual traffic
EXT,2015,2019,12810,5.0,0.1988,-0.0016,-0.008,0.000636,not_assessed,"below the screen floor, peak too small to read a trend"
EYK,2015,2019,2331,4.0,0.2964,1.1176,3.77,0.001687,not_assessed,"below the screen floor, peak too small to read a trend"
EYP,2015,2019,6767,3.8,1.1661,0.8667,0.743,0.001064,not_assessed,"below the screen floor, peak too small to read a trend"
EYW,2015,2019,17150,9.0,0.0805,0.4671,5.801,0.000558,not_assessed,"below the screen floor, peak too small to read a trend"
EZE,2015,2019,76948,21.1,0.3102,0.4376,1.411,0.000278,headroom,peak growing broadly in step with annual traffic
EZS,2015,2019,5505,3.4,-0.1269,-0.1459,1.15,0.000619,not_assessed,"below the screen floor, peak too small to read a trend"
EZV,2019,2019,1036,2.0,nan,nan,nan,0.001931,too_short,"one observed year, no trend to read"
FAE,2015,2019,3744,3.2,0.3253,0.0741,0.228,0.000847,not_assessed,"below the screen floor, peak too small to read a trend"
FAI,2015,2019,25805,3.1,0.0171,-0.0561,nan,0.000307,headroom,"traffic broadly flat, nothing to read into the peak"
FAO,2015,2019,54050,24.7,0.4218,0.2164,0.513,0.000455,headroom,peak growing broadly in step with annual traffic
FAR,2015,2019,15214,5.1,0.0557,0.0408,0.732,0.000461,not_assessed,"below the screen floor, peak too small to read a trend"
FAT,2015,2019,27081,9.2,0.2683,0.2966,1.106,0.000395,headroom,peak growing broadly in step with annual traffic
FAV,2019,2019,799,2.0,nan,nan,nan,0.002752,too_short,"one observed year, no trend to read"
FAY,2015,2019,8266,4.4,-0.1539,0.6999,-4.547,0.000416,not_assessed,"below the screen floor, peak too small to read a trend"
FBM,2015,2018,4362,4.5,-0.1996,0.2106,-1.055,0.001075,not_assessed,"below the screen floor, peak too small to read a trend"
FBS,2015,2016,1878,2.0,-0.144,-0.0143,0.1,0.001065,not_assessed,"below the screen floor, peak too small to read a trend"
FCA,2015,2019,9536,7.5,0.2883,1.4175,4.917,0.000876,not_assessed,"below the screen floor, peak too small to read a trend"
FCO,2015,2019,304912,78.6,-0.0244,-0.0427,1.75,0.000268,headroom,"traffic broadly flat, nothing to read into the peak"
FDE,2015,2019,4004,3.0,-0.0435,-0.0348,0.8,0.000749,not_assessed,"below the screen floor, peak too small to read a trend"
FDF,2015,2019,14939,7.9,-0.1637,0.2853,-1.743,0.00068,not_assessed,"below the screen floor, peak too small to read a trend"
FDH,2015,2019,6313,3.0,-0.1398,-0.4365,3.122,0.000977,not_assessed,"below the screen floor, peak too small to read a trend"
FEG,2015,2019,1767,2.0,0.1496,1.0,6.683,0.000986,not_assessed,"below the screen floor, peak too small to read a trend"
FEN,2015,2019,3486,4.0,0.149,1.0,6.712,0.001194,not_assessed,"below the screen floor, peak too small to read a trend"
FEZ,2015,2018,9783,5.2,0.5766,0.3608,0.626,0.000507,not_assessed,"below the screen floor, peak too small to read a trend"
FGI,2015,2017,7216,5.0,0.1316,0.0,0.0,0.000695,not_assessed,"below the screen floor, peak too small to read a trend"
FIH,2015,2018,8400,4.0,0.1504,0.3212,2.136,0.000609,not_assessed,"below the screen floor, peak too small to read a trend"
FKB,2015,2019,8462,4.2,-0.0094,-0.1464,nan,0.000528,not_assessed,"below the screen floor, peak too small to read a trend"
FKI,2015,2015,1035,2.3,nan,nan,nan,0.002456,too_short,"one observed year, no trend to read"
